체결시간,담당 AI,마켓,종류,거래수량,거래단가,거래금액(KRW)
2026-02-19 16:50:38,추세추종 잼,ONDO,매수,11753.32064808,396,"4,654,315"
2026-02-19 16:50:39,스나이퍼 잼,SUI,매도,1231.39427075,"1,380","1,699,324"
2026-02-19 16:50:41,방패 잼,SOL,매수,33.52168502,"121,700","4,079,589"
2026-02-19 16:50:41,추세추종 잼,ZRX,매도,38547.37255613,157,"6,051,937"
2026-02-19 16:50:42,추세추종 잼,SUI,매수,6003.13618837,"1,380","8,284,328"
2026-02-19 16:50:42,스나이퍼 잼,ONDO,매수,12019.98524699,396,"4,759,914"
2026-02-19 16:50:43,스캘핑 잼,ONDO,매도,1596.38695349,396,"632,169"
2026-02-19 16:50:45,스나이퍼 잼,ETH,매도,0.74835133,"2,926,000","2,189,676"
2026-02-19 16:50:46,방패 잼,XRP,매수,1398.58988835,"2,119","2,963,612"
2026-02-19 16:50:47,스캘핑 잼,ONDO,매도,21548.63198625,396,"8,533,258"
2026-02-19 16:50:47,추세추종 잼,SUI,매수,2684.80552486,"1,380","3,705,032"
2026-02-19 16:50:48,방패 잼,ZRX,매도,66142.00669035,157,"10,384,295"
2026-02-19 16:50:50,스나이퍼 잼,SOL,매수,21.70674783,"121,600","2,639,541"
2026-02-19 16:50:51,고래 잼,SUI,매수,1776.72071738,"1,380","2,451,875"
2026-02-19 16:50:51,스나이퍼 잼,BTC,매수,0.15566838,"99,259,000","15,451,488"
2026-02-19 16:50:52,방패 잼,BTC,매수,0.06130024,"99,259,000","6,084,600"
2026-02-19 16:50:53,추세추종 잼,ZRX,매수,18241.96153527,157,"2,863,988"
2026-02-19 16:50:53,추세추종 잼,SOL,매도,28.72399389,"121,600","3,492,838"
2026-02-19 16:50:54,스나이퍼 잼,SUI,매수,3119.32366292,"1,380","4,304,667"
2026-02-19 16:50:56,스캘핑 잼,ETH,매도,0.24609831,"2,925,000","719,838"
2026-02-19 16:50:58,추세추종 잼,ZRX,매수,74765.79287182,157,"11,738,229"
2026-02-19 16:50:58,스나이퍼 잼,ZRX,매수,29039.55126745,157,"4,559,210"
2026-02-19 16:50:58,고래 잼,ZRX,매수,37037.00159014,157,"5,814,809"
2026-02-19 16:50:58,방패 잼,BTC,매수,0.03278423,"99,259,000","3,254,130"
2026-02-19 16:50:59,방패 잼,SOL,매수,24.44469504,"121,600","2,972,475"
2026-02-19 16:51:00,스캘핑 잼,ETH,매도,0.09796443,"2,926,000","286,644"
2026-02-19 16:51:03,방패 잼,BTC,매도,0.17240438,"99,267,000","17,114,066"
2026-02-19 16:51:03,스나이퍼 잼,ZRX,매도,74151.86668508,157,"11,641,843"
2026-02-19 16:51:03,추세추종 잼,ETH,매수,1.59003682,"2,926,000","4,652,448"
2026-02-19 16:51:04,스캘핑 잼,XRP,매수,3231.43733149,"2,117","6,840,953"
2026-02-19 16:51:04,방패 잼,BTC,매도,0.00028795,"99,267,000","28,584"
2026-02-19 16:51:05,추세추종 잼,ETH,매도,0.04095587,"2,926,000","119,837"
2026-02-19 16:51:08,스나이퍼 잼,ETH,매수,1.26286379,"2,926,000","3,695,139"
2026-02-19 16:51:08,추세추종 잼,ONDO,매도,32646.65712735,395,"12,895,430"
2026-02-19 16:51:08,방패 잼,ZRX,매수,38071.24886529,157,"5,977,186"
2026-02-19 16:51:08,추세추종 잼,ONDO,매수,12005.33709775,395,"4,742,108"
2026-02-19 16:51:09,스캘핑 잼,ONDO,매도,37518.00779102,395,"14,819,613"
2026-02-19 16:51:12,스캘핑 잼,XRP,매수,2596.16566663,"2,117","5,496,083"
2026-02-19 16:51:14,고래 잼,ETH,매수,1.66783428,"2,926,000","4,880,083"
2026-02-19 16:51:14,추세추종 잼,ONDO,매도,543.99093440,395,"214,876"
2026-02-19 16:51:15,추세추종 잼,SUI,매도,20842.37356823,"1,380","28,762,476"
2026-02-19 16:51:15,스나이퍼 잼,BTC,매수,0.05279167,"99,267,000","5,240,471"
2026-02-19 16:51:15,방패 잼,SOL,매수,51.69224952,"121,700","6,290,947"
2026-02-19 16:51:17,고래 잼,ETH,매도,0.41532624,"2,926,000","1,215,245"
2026-02-19 16:51:19,방패 잼,ZRX,매수,26673.66258946,157,"4,187,765"
2026-02-19 16:51:19,고래 잼,XRP,매도,2770.49773864,"2,116","5,862,373"
2026-02-19 16:51:20,방패 잼,BTC,매도,0.09980020,"99,267,000","9,906,866"
2026-02-19 16:51:20,추세추종 잼,SUI,매도,7875.36895317,"1,380","10,868,009"
2026-02-19 16:51:20,스나이퍼 잼,ONDO,매도,4714.20719891,395,"1,862,112"
2026-02-19 16:51:22,고래 잼,XRP,매수,1915.68048656,"2,115","4,051,664"
2026-02-19 16:51:23,추세추종 잼,ZRX,매수,10331.31966281,157,"1,622,017"
2026-02-19 16:51:23,스나이퍼 잼,SUI,매수,4228.84801248,"1,380","5,835,810"
2026-02-19 16:51:24,스캘핑 잼,ONDO,매수,27553.40958209,395,"10,883,597"
2026-02-19 16:51:25,방패 잼,SOL,매도,33.81241533,"121,700","4,114,971"
2026-02-19 16:51:26,스캘핑 잼,ETH,매도,0.01588280,"2,926,000","46,473"
2026-02-19 16:51:26,스나이퍼 잼,XRP,매수,3882.25701533,"2,115","8,210,974"
2026-02-19 16:51:27,고래 잼,ETH,매도,1.57226753,"2,926,000","4,600,455"
2026-02-19 16:51:28,고래 잼,ZRX,매도,66623.95240609,157,"10,459,961"
2026-02-19 16:51:29,스나이퍼 잼,SUI,매도,6984.54173964,"1,380","9,638,668"
2026-02-19 16:51:30,스캘핑 잼,ETH,매도,0.09593659,"2,926,000","280,710"
2026-02-19 16:51:31,방패 잼,ONDO,매도,16544.41720533,395,"6,535,045"
2026-02-19 16:51:31,스캘핑 잼,SUI,매수,4653.69372277,"1,380","6,422,097"
2026-02-19 16:51:31,고래 잼,SOL,매수,26.95851067,"121,700","3,280,851"
2026-02-19 16:51:33,스나이퍼 잼,ETH,매수,2.73932282,"2,926,000","8,015,259"
2026-02-19 16:51:33,스캘핑 잼,ZRX,매도,6708.30221323,157,"1,053,203"
2026-02-19 16:51:35,추세추종 잼,ONDO,매도,26529.45549111,395,"10,479,135"
2026-02-19 16:51:36,방패 잼,XRP,매도,281.34550441,"2,117","595,608"
2026-02-19 16:51:36,추세추종 잼,ETH,매도,0.00066712,"2,926,000","1,952"
2026-02-19 16:51:37,추세추종 잼,BTC,매도,0.03284028,"99,267,000","3,259,956"
2026-02-19 16:51:38,추세추종 잼,ETH,매수,1.54464497,"2,926,000","4,519,631"
2026-02-19 16:51:41,고래 잼,XRP,매수,4416.91297924,"2,116","9,346,188"
2026-02-19 16:51:41,스나이퍼 잼,SOL,매도,92.86600262,"121,700","11,301,793"
2026-02-19 16:51:41,방패 잼,ZRX,매도,55776.00746222,157,"8,756,833"
2026-02-19 16:51:42,고래 잼,SOL,매도,11.59799759,"121,700","1,411,476"
2026-02-19 16:51:43,스나이퍼 잼,SUI,매도,69.40655627,"1,380","95,781"
2026-02-19 16:51:43,스캘핑 잼,ONDO,매수,18190.38889293,395,"7,185,204"
2026-02-19 16:51:44,방패 잼,XRP,매도,2325.60056411,"2,116","4,920,971"
2026-02-19 16:51:46,추세추종 잼,ETH,매도,0.00012970,"2,926,000",380
2026-02-19 16:51:46,방패 잼,SOL,매도,4.82738312,"121,700","587,493"
2026-02-19 16:51:47,추세추종 잼,XRP,매수,2992.19217629,"2,117","6,334,471"
2026-02-19 16:51:48,방패 잼,SOL,매수,17.49185763,"121,700","2,128,759"
2026-02-19 16:51:49,스캘핑 잼,ZRX,매수,39995.49214809,156,"6,239,297"
2026-02-19 16:51:49,스캘핑 잼,SOL,매도,44.53461901,"121,700","5,419,863"
2026-02-19 16:51:52,스캘핑 잼,XRP,매도,3785.79387114,"2,117","8,014,526"
2026-02-19 16:51:52,스캘핑 잼,ZRX,매도,117270.86788681,156,"18,294,255"
2026-02-19 16:51:52,스나이퍼 잼,SUI,매수,6658.20939323,"1,380","9,188,329"
2026-02-19 16:51:53,고래 잼,SUI,매수,5047.44256299,"1,380","6,965,471"
2026-02-19 16:51:53,방패 잼,ETH,매수,1.36299838,"2,926,000","3,988,133"
2026-02-19 16:51:54,추세추종 잼,ONDO,매도,1459.52253647,395,"576,511"
2026-02-19 16:51:57,고래 잼,BTC,매도,0.04662063,"99,261,000","4,627,611"
2026-02-19 16:51:57,추세추종 잼,XRP,매도,9963.88139060,"2,116","21,083,573"
2026-02-19 16:51:58,고래 잼,XRP,매도,77.94690626,"2,115","164,858"
2026-02-19 16:51:58,고래 잼,SUI,매수,3623.79435756,"1,379","4,997,212"
2026-02-19 16:51:58,방패 잼,BTC,매도,0.03560014,"99,261,000","3,533,705"
2026-02-19 16:51:59,방패 잼,ZRX,매도,591.62034983,156,"92,293"
2026-02-19 16:52:01,추세추종 잼,XRP,매수,1379.46624702,"2,116","2,918,951"
2026-02-19 16:52:02,고래 잼,BTC,매수,0.06004438,"99,261,000","5,960,066"
2026-02-19 16:52:02,스나이퍼 잼,ONDO,매도,633.62439806,395,"250,282"
2026-02-19 16:52:02,고래 잼,SOL,매수,56.95836622,"121,700","6,931,833"
2026-02-19 16:52:03,추세추종 잼,ZRX,매수,30183.64056019,156,"4,708,648"
2026-02-19 16:52:04,스나이퍼 잼,ZRX,매도,101.30300079,156,"15,803"
2026-02-19 16:52:06,방패 잼,ETH,매수,1.85026585,"2,925,000","5,412,028"
2026-02-19 16:52:08,방패 잼,ETH,매도,0.00008327,"2,926,000",244
2026-02-19 16:52:09,방패 잼,ONDO,매도,298.49128076,395,"117,904"
2026-02-19 16:52:09,추세추종 잼,SUI,매수,3370.95216060,"1,379","4,648,543"
2026-02-19 16:52:09,방패 잼,BTC,매도,0.10863034,"99,266,000","10,783,299"
2026-02-19 16:52:09,추세추종 잼,ONDO,매수,10632.02435425,395,"4,199,650"
2026-02-19 16:52:10,방패 잼,ZRX,매도,23986.12256166,156,"3,741,835"
2026-02-19 16:52:13,방패 잼,BTC,매수,0.06147062,"99,261,000","6,101,635"
2026-02-19 16:52:14,방패 잼,SOL,매도,53.31527191,"121,800","6,493,800"
2026-02-19 16:52:14,스캘핑 잼,SUI,매수,2730.45872958,"1,380","3,768,033"
2026-02-19 16:52:14,스캘핑 잼,SOL,매수,72.70797746,"121,800","8,855,832"
2026-02-19 16:52:14,스캘핑 잼,SUI,매수,2919.28683876,"1,380","4,028,616"
2026-02-19 16:52:18,고래 잼,SUI,매수,1723.29958566,"1,380","2,378,153"
2026-02-19 16:52:18,고래 잼,ZRX,매도,15259.42637763,156,"2,380,471"
2026-02-19 16:52:18,방패 잼,SUI,매수,4205.33047391,"1,380","5,803,356"
2026-02-19 16:52:18,방패 잼,ONDO,매수,11076.97639183,395,"4,375,406"
2026-02-19 16:52:19,스나이퍼 잼,ETH,매도,0.03269164,"2,925,000","95,623"
2026-02-19 16:52:20,스캘핑 잼,SUI,매도,2013.97035726,"1,380","2,779,279"
2026-02-19 16:52:21,스나이퍼 잼,XRP,매수,2173.89069474,"2,116","4,599,953"
2026-02-19 16:52:22,스나이퍼 잼,BTC,매수,0.07093983,"99,266,000","7,041,913"
2026-02-19 16:52:22,고래 잼,ONDO,매도,25521.38492838,395,"10,080,947"
2026-02-19 16:52:22,스캘핑 잼,SUI,매도,6426.26548022,"1,380","8,868,246"
2026-02-19 16:52:24,스나이퍼 잼,ONDO,매수,23474.97333528,395,"9,272,614"
2026-02-19 16:52:25,스캘핑 잼,SOL,매수,27.61231334,"121,800","3,363,180"
2026-02-19 16:52:26,고래 잼,BTC,매수,0.01954347,"99,266,000","1,940,002"
2026-02-19 16:52:26,고래 잼,ONDO,매도,35058.73490886,395,"13,848,200"
2026-02-19 16:52:27,고래 잼,XRP,매수,4550.08935162,"2,116","9,627,989"
2026-02-19 16:52:28,스나이퍼 잼,BTC,매도,0.01598443,"99,266,000","1,586,711"
2026-02-19 16:52:29,고래 잼,ONDO,매도,13370.32130166,395,"5,281,277"
2026-02-19 16:52:29,고래 잼,XRP,매수,1317.03841369,"2,115","2,785,536"
2026-02-19 16:52:30,스캘핑 잼,XRP,매도,5312.67467518,"2,115","11,236,307"
2026-02-19 16:52:32,고래 잼,ONDO,매도,1642.67029391,395,"648,855"
2026-02-19 16:52:33,스나이퍼 잼,ZRX,매도,3066.05203804,156,"478,304"
2026-02-19 16:52:34,고래 잼,SUI,매수,5579.01508000,"1,380","7,699,041"
2026-02-19 16:52:34,스캘핑 잼,SUI,매도,1977.46750651,"1,380","2,728,905"
2026-02-19 16:52:34,스캘핑 잼,BTC,매도,0.01293073,"99,266,000","1,283,582"
2026-02-19 16:52:34,방패 잼,SUI,매도,19311.28913092,"1,380","26,649,579"
2026-02-19 16:52:36,스나이퍼 잼,ZRX,매도,13745.48859784,156,"2,144,296"
2026-02-19 16:52:39,스캘핑 잼,SUI,매수,2319.94215550,"1,380","3,201,520"
2026-02-19 16:52:39,추세추종 잼,XRP,매도,32.71636424,"2,115","69,195"
2026-02-19 16:52:39,방패 잼,ONDO,매수,15209.30618830,395,"6,007,676"
2026-02-19 16:52:40,스캘핑 잼,ZRX,매도,41233.50485436,156,"6,432,427"
2026-02-19 16:52:42,방패 잼,BTC,매도,0.01208326,"99,266,000","1,199,457"
2026-02-19 16:52:44,방패 잼,ETH,매수,2.66243509,"2,925,000","7,787,623"
2026-02-19 16:52:44,고래 잼,ETH,매도,9.11088284,"2,925,000","26,649,332"
2026-02-19 16:52:44,스나이퍼 잼,ONDO,매도,5518.29647931,395,"2,179,727"
2026-02-19 16:52:45,고래 잼,SUI,매도,449.14081713,"1,380","619,814"
2026-02-19 16:52:45,스캘핑 잼,ONDO,매수,25007.62366456,395,"9,878,011"
2026-02-19 16:52:46,스나이퍼 잼,BTC,매수,0.08039797,"99,266,000","7,980,785"
2026-02-19 16:52:49,추세추종 잼,BTC,매수,0.07248045,"99,266,000","7,194,844"
2026-02-19 16:52:49,스나이퍼 잼,XRP,매도,3983.86116824,"2,116","8,429,850"
2026-02-19 16:52:49,스캘핑 잼,ETH,매수,2.47208644,"2,924,000","7,228,381"
2026-02-19 16:52:50,방패 잼,SUI,매수,3418.89391797,"1,379","4,714,655"
2026-02-19 16:52:51,방패 잼,BTC,매도,0.00344336,"99,266,000","341,809"
2026-02-19 16:52:52,추세추종 잼,XRP,매수,3191.58992837,"2,116","6,753,404"
2026-02-19 16:52:53,스나이퍼 잼,BTC,매도,0.00320053,"99,267,000","317,707"
2026-02-19 16:52:54,방패 잼,SUI,매도,1714.96238270,"1,379","2,364,933"
2026-02-19 16:52:56,고래 잼,BTC,매수,0.07240782,"99,267,000","7,187,707"
2026-02-19 16:52:56,스캘핑 잼,SOL,매도,48.34865231,"121,700","5,884,031"
2026-02-19 16:52:56,고래 잼,BTC,매수,0.05230235,"99,266,000","5,191,845"
2026-02-19 16:52:57,추세추종 잼,XRP,매도,504.73119581,"2,116","1,068,011"
2026-02-19 16:52:57,추세추종 잼,SUI,매도,14360.80352256,"1,379","19,803,548"
2026-02-19 16:52:59,방패 잼,SOL,매수,44.46530442,"121,600","5,406,981"
2026-02-19 16:53:01,스나이퍼 잼,SOL,매수,32.41929864,"121,600","3,942,187"
2026-02-19 16:53:02,고래 잼,ETH,매도,2.68107331,"2,924,000","7,839,458"
2026-02-19 16:53:02,고래 잼,ETH,매수,1.63496485,"2,924,000","4,780,637"
2026-02-19 16:53:02,스나이퍼 잼,ETH,매도,2.94320869,"2,924,000","8,605,942"
2026-02-19 16:53:03,방패 잼,ONDO,매수,21894.58120303,395,"8,648,360"
2026-02-19 16:53:04,고래 잼,ZRX,매도,4660.47045600,156,"727,033"
2026-02-19 16:53:05,스캘핑 잼,ZRX,매도,2090.84747039,156,"326,172"
2026-02-19 16:53:07,방패 잼,ONDO,매도,19839.80673421,395,"7,836,724"
2026-02-19 16:53:07,스캘핑 잼,SUI,매수,3823.48159666,"1,379","5,272,581"
2026-02-19 16:53:08,추세추종 잼,BTC,매도,0.27698869,"99,266,000","27,495,560"
2026-02-19 16:53:08,스캘핑 잼,SUI,매도,3844.69442846,"1,379","5,301,834"
2026-02-19 16:53:08,방패 잼,XRP,매도,9.88984512,"2,115","20,917"
2026-02-19 16:53:10,스캘핑 잼,ONDO,매수,7547.69740885,395,"2,981,340"
